"period","respondent","respondent.name","type.name","value","value.units","date","hour","year","month","dayofweek","BGE_Rebate"
"2020-01-10T22","PJM","PJM Interconnection, LLC","Demand",90460,"megawatthours",2020-01-10,22,2020,1,"Friday",0
"2020-01-10T21","PJM","PJM Interconnection, LLC","Demand",89027,"megawatthours",2020-01-10,21,2020,1,"Friday",0
"2020-01-10T20","PJM","PJM Interconnection, LLC","Demand",89608,"megawatthours",2020-01-10,20,2020,1,"Friday",0
"2020-01-10T19","PJM","PJM Interconnection, LLC","Demand",90661,"megawatthours",2020-01-10,19,2020,1,"Friday",0
"2020-01-10T18","PJM","PJM Interconnection, LLC","Demand",92193,"megawatthours",2020-01-10,18,2020,1,"Friday",0
"2020-01-10T17","PJM","PJM Interconnection, LLC","Demand",93980,"megawatthours",2020-01-10,17,2020,1,"Friday",0
"2020-01-10T16","PJM","PJM Interconnection, LLC","Demand",95976,"megawatthours",2020-01-10,16,2020,1,"Friday",0
"2020-01-10T15","PJM","PJM Interconnection, LLC","Demand",97261,"megawatthours",2020-01-10,15,2020,1,"Friday",0
"2020-01-10T14","PJM","PJM Interconnection, LLC","Demand",98758,"megawatthours",2020-01-10,14,2020,1,"Friday",0
"2020-01-10T13","PJM","PJM Interconnection, LLC","Demand",99268,"megawatthours",2020-01-10,13,2020,1,"Friday",0
"2020-01-10T12","PJM","PJM Interconnection, LLC","Demand",94734,"megawatthours",2020-01-10,12,2020,1,"Friday",0
"2020-01-10T11","PJM","PJM Interconnection, LLC","Demand",87643,"megawatthours",2020-01-10,11,2020,1,"Friday",0
"2020-01-10T10","PJM","PJM Interconnection, LLC","Demand",84421,"megawatthours",2020-01-10,10,2020,1,"Friday",0
"2020-01-10T09","PJM","PJM Interconnection, LLC","Demand",84290,"megawatthours",2020-01-10,9,2020,1,"Friday",0
"2020-01-10T08","PJM","PJM Interconnection, LLC","Demand",84888,"megawatthours",2020-01-10,8,2020,1,"Friday",0
"2020-01-10T07","PJM","PJM Interconnection, LLC","Demand",86097,"megawatthours",2020-01-10,7,2020,1,"Friday",0
"2020-01-10T06","PJM","PJM Interconnection, LLC","Demand",88090,"megawatthours",2020-01-10,6,2020,1,"Friday",0
"2020-01-10T05","PJM","PJM Interconnection, LLC","Demand",91216,"megawatthours",2020-01-10,5,2020,1,"Friday",0
"2020-01-10T04","PJM","PJM Interconnection, LLC","Demand",94710,"megawatthours",2020-01-10,4,2020,1,"Friday",0
"2020-01-10T03","PJM","PJM Interconnection, LLC","Demand",99569,"megawatthours",2020-01-10,3,2020,1,"Friday",0
"2020-01-10T02","PJM","PJM Interconnection, LLC","Demand",103124,"megawatthours",2020-01-10,2,2020,1,"Friday",0
"2020-01-10T01","PJM","PJM Interconnection, LLC","Demand",104999,"megawatthours",2020-01-10,1,2020,1,"Friday",0
"2020-01-10T00","PJM","PJM Interconnection, LLC","Demand",105927,"megawatthours",2020-01-10,0,2020,1,"Friday",0
"2020-01-11T23","PJM","PJM Interconnection, LLC","Demand",83924,"megawatthours",2020-01-11,23,2020,1,"Saturday",0
"2020-01-11T22","PJM","PJM Interconnection, LLC","Demand",80136,"megawatthours",2020-01-11,22,2020,1,"Saturday",0
"2020-01-11T21","PJM","PJM Interconnection, LLC","Demand",78685,"megawatthours",2020-01-11,21,2020,1,"Saturday",0
"2020-01-11T20","PJM","PJM Interconnection, LLC","Demand",78970,"megawatthours",2020-01-11,20,2020,1,"Saturday",0
"2020-01-11T19","PJM","PJM Interconnection, LLC","Demand",79739,"megawatthours",2020-01-11,19,2020,1,"Saturday",0
"2020-01-11T18","PJM","PJM Interconnection, LLC","Demand",80405,"megawatthours",2020-01-11,18,2020,1,"Saturday",0
"2020-01-11T17","PJM","PJM Interconnection, LLC","Demand",80919,"megawatthours",2020-01-11,17,2020,1,"Saturday",0
"2020-01-11T16","PJM","PJM Interconnection, LLC","Demand",81024,"megawatthours",2020-01-11,16,2020,1,"Saturday",0
"2020-01-11T15","PJM","PJM Interconnection, LLC","Demand",80251,"megawatthours",2020-01-11,15,2020,1,"Saturday",0
"2020-01-11T14","PJM","PJM Interconnection, LLC","Demand",78639,"megawatthours",2020-01-11,14,2020,1,"Saturday",0
"2020-01-11T13","PJM","PJM Interconnection, LLC","Demand",76927,"megawatthours",2020-01-11,13,2020,1,"Saturday",0
"2020-01-11T12","PJM","PJM Interconnection, LLC","Demand",75498,"megawatthours",2020-01-11,12,2020,1,"Saturday",0
"2020-01-11T11","PJM","PJM Interconnection, LLC","Demand",74228,"megawatthours",2020-01-11,11,2020,1,"Saturday",0
"2020-01-11T10","PJM","PJM Interconnection, LLC","Demand",73087,"megawatthours",2020-01-11,10,2020,1,"Saturday",0
"2020-01-11T09","PJM","PJM Interconnection, LLC","Demand",72977,"megawatthours",2020-01-11,9,2020,1,"Saturday",0
"2020-01-11T08","PJM","PJM Interconnection, LLC","Demand",73420,"megawatthours",2020-01-11,8,2020,1,"Saturday",0
"2020-01-11T07","PJM","PJM Interconnection, LLC","Demand",74478,"megawatthours",2020-01-11,7,2020,1,"Saturday",0
"2020-01-11T06","PJM","PJM Interconnection, LLC","Demand",76999,"megawatthours",2020-01-11,6,2020,1,"Saturday",0
"2020-01-11T05","PJM","PJM Interconnection, LLC","Demand",80452,"megawatthours",2020-01-11,5,2020,1,"Saturday",0
"2020-01-11T04","PJM","PJM Interconnection, LLC","Demand",83882,"megawatthours",2020-01-11,4,2020,1,"Saturday",0
"2020-01-11T03","PJM","PJM Interconnection, LLC","Demand",86938,"megawatthours",2020-01-11,3,2020,1,"Saturday",0
"2020-01-11T02","PJM","PJM Interconnection, LLC","Demand",89704,"megawatthours",2020-01-11,2,2020,1,"Saturday",0
"2020-01-11T01","PJM","PJM Interconnection, LLC","Demand",91846,"megawatthours",2020-01-11,1,2020,1,"Saturday",0
"2020-01-11T00","PJM","PJM Interconnection, LLC","Demand",93476,"megawatthours",2020-01-11,0,2020,1,"Saturday",0
"2020-01-12T23","PJM","PJM Interconnection, LLC","Demand",85841,"megawatthours",2020-01-12,23,2020,1,"Sunday",0
"2020-01-12T22","PJM","PJM Interconnection, LLC","Demand",80519,"megawatthours",2020-01-12,22,2020,1,"Sunday",0
"2020-01-12T21","PJM","PJM Interconnection, LLC","Demand",78360,"megawatthours",2020-01-12,21,2020,1,"Sunday",0
"2020-01-12T20","PJM","PJM Interconnection, LLC","Demand",77457,"megawatthours",2020-01-12,20,2020,1,"Sunday",0
"2020-01-12T19","PJM","PJM Interconnection, LLC","Demand",77536,"megawatthours",2020-01-12,19,2020,1,"Sunday",0
"2020-01-12T18","PJM","PJM Interconnection, LLC","Demand",77715,"megawatthours",2020-01-12,18,2020,1,"Sunday",0
"2020-01-12T17","PJM","PJM Interconnection, LLC","Demand",77584,"megawatthours",2020-01-12,17,2020,1,"Sunday",0
"2020-01-12T16","PJM","PJM Interconnection, LLC","Demand",77326,"megawatthours",2020-01-12,16,2020,1,"Sunday",0
"2020-01-12T15","PJM","PJM Interconnection, LLC","Demand",75922,"megawatthours",2020-01-12,15,2020,1,"Sunday",0
"2020-01-12T14","PJM","PJM Interconnection, LLC","Demand",74025,"megawatthours",2020-01-12,14,2020,1,"Sunday",0
"2020-01-12T13","PJM","PJM Interconnection, LLC","Demand",72281,"megawatthours",2020-01-12,13,2020,1,"Sunday",0
"2020-01-12T12","PJM","PJM Interconnection, LLC","Demand",70296,"megawatthours",2020-01-12,12,2020,1,"Sunday",0
"2020-01-12T11","PJM","PJM Interconnection, LLC","Demand",68335,"megawatthours",2020-01-12,11,2020,1,"Sunday",0
"2020-01-12T10","PJM","PJM Interconnection, LLC","Demand",67231,"megawatthours",2020-01-12,10,2020,1,"Sunday",0
"2020-01-12T09","PJM","PJM Interconnection, LLC","Demand",68038,"megawatthours",2020-01-12,9,2020,1,"Sunday",0
"2020-01-12T08","PJM","PJM Interconnection, LLC","Demand",68811,"megawatthours",2020-01-12,8,2020,1,"Sunday",0
"2020-01-12T07","PJM","PJM Interconnection, LLC","Demand",69613,"megawatthours",2020-01-12,7,2020,1,"Sunday",0
"2020-01-12T06","PJM","PJM Interconnection, LLC","Demand",70941,"megawatthours",2020-01-12,6,2020,1,"Sunday",0
"2020-01-12T05","PJM","PJM Interconnection, LLC","Demand",73714,"megawatthours",2020-01-12,5,2020,1,"Sunday",0
"2020-01-12T04","PJM","PJM Interconnection, LLC","Demand",75686,"megawatthours",2020-01-12,4,2020,1,"Sunday",0
"2020-01-12T03","PJM","PJM Interconnection, LLC","Demand",78691,"megawatthours",2020-01-12,3,2020,1,"Sunday",0
"2020-01-12T02","PJM","PJM Interconnection, LLC","Demand",81147,"megawatthours",2020-01-12,2,2020,1,"Sunday",0
"2020-01-12T01","PJM","PJM Interconnection, LLC","Demand",82913,"megawatthours",2020-01-12,1,2020,1,"Sunday",0
"2020-01-12T00","PJM","PJM Interconnection, LLC","Demand",84356,"megawatthours",2020-01-12,0,2020,1,"Sunday",0
"2020-01-13T23","PJM","PJM Interconnection, LLC","Demand",95962,"megawatthours",2020-01-13,23,2020,1,"Monday",0
"2020-01-13T22","PJM","PJM Interconnection, LLC","Demand",91306,"megawatthours",2020-01-13,22,2020,1,"Monday",0
"2020-01-13T21","PJM","PJM Interconnection, LLC","Demand",89806,"megawatthours",2020-01-13,21,2020,1,"Monday",0
"2020-01-13T20","PJM","PJM Interconnection, LLC","Demand",90388,"megawatthours",2020-01-13,20,2020,1,"Monday",0
"2020-01-13T19","PJM","PJM Interconnection, LLC","Demand",91188,"megawatthours",2020-01-13,19,2020,1,"Monday",0
"2020-01-13T18","PJM","PJM Interconnection, LLC","Demand",92282,"megawatthours",2020-01-13,18,2020,1,"Monday",0
"2020-01-13T17","PJM","PJM Interconnection, LLC","Demand",93299,"megawatthours",2020-01-13,17,2020,1,"Monday",0
"2020-01-13T16","PJM","PJM Interconnection, LLC","Demand",94179,"megawatthours",2020-01-13,16,2020,1,"Monday",0
"2020-01-13T15","PJM","PJM Interconnection, LLC","Demand",94855,"megawatthours",2020-01-13,15,2020,1,"Monday",0
"2020-01-13T14","PJM","PJM Interconnection, LLC","Demand",95025,"megawatthours",2020-01-13,14,2020,1,"Monday",0
"2020-01-13T13","PJM","PJM Interconnection, LLC","Demand",94299,"megawatthours",2020-01-13,13,2020,1,"Monday",0
"2020-01-13T12","PJM","PJM Interconnection, LLC","Demand",88485,"megawatthours",2020-01-13,12,2020,1,"Monday",0
"2020-01-13T11","PJM","PJM Interconnection, LLC","Demand",80222,"megawatthours",2020-01-13,11,2020,1,"Monday",0
"2020-01-13T10","PJM","PJM Interconnection, LLC","Demand",75659,"megawatthours",2020-01-13,10,2020,1,"Monday",0
"2020-01-13T09","PJM","PJM Interconnection, LLC","Demand",74080,"megawatthours",2020-01-13,9,2020,1,"Monday",0
"2020-01-13T08","PJM","PJM Interconnection, LLC","Demand",73635,"megawatthours",2020-01-13,8,2020,1,"Monday",0
"2020-01-13T07","PJM","PJM Interconnection, LLC","Demand",74091,"megawatthours",2020-01-13,7,2020,1,"Monday",0
"2020-01-13T06","PJM","PJM Interconnection, LLC","Demand",75325,"megawatthours",2020-01-13,6,2020,1,"Monday",0
"2020-01-13T05","PJM","PJM Interconnection, LLC","Demand",77479,"megawatthours",2020-01-13,5,2020,1,"Monday",0
"2020-01-13T04","PJM","PJM Interconnection, LLC","Demand",80108,"megawatthours",2020-01-13,4,2020,1,"Monday",0
"2020-01-13T03","PJM","PJM Interconnection, LLC","Demand",83071,"megawatthours",2020-01-13,3,2020,1,"Monday",0
"2020-01-13T02","PJM","PJM Interconnection, LLC","Demand",85882,"megawatthours",2020-01-13,2,2020,1,"Monday",0
"2020-01-13T01","PJM","PJM Interconnection, LLC","Demand",87294,"megawatthours",2020-01-13,1,2020,1,"Monday",0
"2020-01-13T00","PJM","PJM Interconnection, LLC","Demand",87890,"megawatthours",2020-01-13,0,2020,1,"Monday",0
"2020-01-14T23","PJM","PJM Interconnection, LLC","Demand",96127,"megawatthours",2020-01-14,23,2020,1,"Tuesday",0
"2020-01-14T22","PJM","PJM Interconnection, LLC","Demand",92720,"megawatthours",2020-01-14,22,2020,1,"Tuesday",0
"2020-01-14T21","PJM","PJM Interconnection, LLC","Demand",91638,"megawatthours",2020-01-14,21,2020,1,"Tuesday",0
"2020-01-14T20","PJM","PJM Interconnection, LLC","Demand",92131,"megawatthours",2020-01-14,20,2020,1,"Tuesday",0
"2020-01-14T19","PJM","PJM Interconnection, LLC","Demand",93112,"megawatthours",2020-01-14,19,2020,1,"Tuesday",0
"2020-01-14T18","PJM","PJM Interconnection, LLC","Demand",93728,"megawatthours",2020-01-14,18,2020,1,"Tuesday",0
"2020-01-14T17","PJM","PJM Interconnection, LLC","Demand",94633,"megawatthours",2020-01-14,17,2020,1,"Tuesday",0
"2020-01-14T16","PJM","PJM Interconnection, LLC","Demand",95296,"megawatthours",2020-01-14,16,2020,1,"Tuesday",0
"2020-01-14T15","PJM","PJM Interconnection, LLC","Demand",95682,"megawatthours",2020-01-14,15,2020,1,"Tuesday",0
"2020-01-14T14","PJM","PJM Interconnection, LLC","Demand",96018,"megawatthours",2020-01-14,14,2020,1,"Tuesday",0
"2020-01-14T13","PJM","PJM Interconnection, LLC","Demand",95877,"megawatthours",2020-01-14,13,2020,1,"Tuesday",0
"2020-01-14T12","PJM","PJM Interconnection, LLC","Demand",90866,"megawatthours",2020-01-14,12,2020,1,"Tuesday",0
"2020-01-14T11","PJM","PJM Interconnection, LLC","Demand",84402,"megawatthours",2020-01-14,11,2020,1,"Tuesday",0
"2020-01-14T10","PJM","PJM Interconnection, LLC","Demand",80637,"megawatthours",2020-01-14,10,2020,1,"Tuesday",0
"2020-01-14T09","PJM","PJM Interconnection, LLC","Demand",79161,"megawatthours",2020-01-14,9,2020,1,"Tuesday",0
"2020-01-14T08","PJM","PJM Interconnection, LLC","Demand",79033,"megawatthours",2020-01-14,8,2020,1,"Tuesday",0
"2020-01-14T07","PJM","PJM Interconnection, LLC","Demand",80125,"megawatthours",2020-01-14,7,2020,1,"Tuesday",0
"2020-01-14T06","PJM","PJM Interconnection, LLC","Demand",82065,"megawatthours",2020-01-14,6,2020,1,"Tuesday",0
"2020-01-14T05","PJM","PJM Interconnection, LLC","Demand",84925,"megawatthours",2020-01-14,5,2020,1,"Tuesday",0
"2020-01-14T04","PJM","PJM Interconnection, LLC","Demand",87719,"megawatthours",2020-01-14,4,2020,1,"Tuesday",0
"2020-01-14T03","PJM","PJM Interconnection, LLC","Demand",92133,"megawatthours",2020-01-14,3,2020,1,"Tuesday",0
"2020-01-14T02","PJM","PJM Interconnection, LLC","Demand",95357,"megawatthours",2020-01-14,2,2020,1,"Tuesday",0
"2020-01-14T01","PJM","PJM Interconnection, LLC","Demand",97193,"megawatthours",2020-01-14,1,2020,1,"Tuesday",0
"2020-01-14T00","PJM","PJM Interconnection, LLC","Demand",97897,"megawatthours",2020-01-14,0,2020,1,"Tuesday",0
"2020-01-15T23","PJM","PJM Interconnection, LLC","Demand",93719,"megawatthours",2020-01-15,23,2020,1,"Wednesday",0
"2020-01-15T22","PJM","PJM Interconnection, LLC","Demand",89020,"megawatthours",2020-01-15,22,2020,1,"Wednesday",0
"2020-01-15T21","PJM","PJM Interconnection, LLC","Demand",86937,"megawatthours",2020-01-15,21,2020,1,"Wednesday",0
"2020-01-15T20","PJM","PJM Interconnection, LLC","Demand",86815,"megawatthours",2020-01-15,20,2020,1,"Wednesday",0
"2020-01-15T19","PJM","PJM Interconnection, LLC","Demand",87642,"megawatthours",2020-01-15,19,2020,1,"Wednesday",0
"2020-01-15T18","PJM","PJM Interconnection, LLC","Demand",88515,"megawatthours",2020-01-15,18,2020,1,"Wednesday",0
"2020-01-15T17","PJM","PJM Interconnection, LLC","Demand",90112,"megawatthours",2020-01-15,17,2020,1,"Wednesday",0
"2020-01-15T16","PJM","PJM Interconnection, LLC","Demand",91614,"megawatthours",2020-01-15,16,2020,1,"Wednesday",0
"2020-01-15T15","PJM","PJM Interconnection, LLC","Demand",93560,"megawatthours",2020-01-15,15,2020,1,"Wednesday",0
"2020-01-15T14","PJM","PJM Interconnection, LLC","Demand",95368,"megawatthours",2020-01-15,14,2020,1,"Wednesday",0
"2020-01-15T13","PJM","PJM Interconnection, LLC","Demand",95493,"megawatthours",2020-01-15,13,2020,1,"Wednesday",0
"2020-01-15T12","PJM","PJM Interconnection, LLC","Demand",90364,"megawatthours",2020-01-15,12,2020,1,"Wednesday",0
"2020-01-15T11","PJM","PJM Interconnection, LLC","Demand",82891,"megawatthours",2020-01-15,11,2020,1,"Wednesday",0
"2020-01-15T10","PJM","PJM Interconnection, LLC","Demand",80152,"megawatthours",2020-01-15,10,2020,1,"Wednesday",0
"2020-01-15T09","PJM","PJM Interconnection, LLC","Demand",78827,"megawatthours",2020-01-15,9,2020,1,"Wednesday",0
"2020-01-15T08","PJM","PJM Interconnection, LLC","Demand",79065,"megawatthours",2020-01-15,8,2020,1,"Wednesday",0
"2020-01-15T07","PJM","PJM Interconnection, LLC","Demand",79370,"megawatthours",2020-01-15,7,2020,1,"Wednesday",0
"2020-01-15T06","PJM","PJM Interconnection, LLC","Demand",80851,"megawatthours",2020-01-15,6,2020,1,"Wednesday",0
"2020-01-15T05","PJM","PJM Interconnection, LLC","Demand",84211,"megawatthours",2020-01-15,5,2020,1,"Wednesday",0
"2020-01-15T04","PJM","PJM Interconnection, LLC","Demand",87286,"megawatthours",2020-01-15,4,2020,1,"Wednesday",0
"2020-01-15T03","PJM","PJM Interconnection, LLC","Demand",91128,"megawatthours",2020-01-15,3,2020,1,"Wednesday",0
"2020-01-15T02","PJM","PJM Interconnection, LLC","Demand",94499,"megawatthours",2020-01-15,2,2020,1,"Wednesday",0
"2020-01-15T01","PJM","PJM Interconnection, LLC","Demand",96603,"megawatthours",2020-01-15,1,2020,1,"Wednesday",0
"2020-01-15T00","PJM","PJM Interconnection, LLC","Demand",97741,"megawatthours",2020-01-15,0,2020,1,"Wednesday",0
"2020-01-16T23","PJM","PJM Interconnection, LLC","Demand",100404,"megawatthours",2020-01-16,23,2020,1,"Thursday",0
"2020-01-16T22","PJM","PJM Interconnection, LLC","Demand",94467,"megawatthours",2020-01-16,22,2020,1,"Thursday",0
"2020-01-16T21","PJM","PJM Interconnection, LLC","Demand",91859,"megawatthours",2020-01-16,21,2020,1,"Thursday",0
"2020-01-16T20","PJM","PJM Interconnection, LLC","Demand",91760,"megawatthours",2020-01-16,20,2020,1,"Thursday",0
"2020-01-16T19","PJM","PJM Interconnection, LLC","Demand",91522,"megawatthours",2020-01-16,19,2020,1,"Thursday",0
"2020-01-16T18","PJM","PJM Interconnection, LLC","Demand",91435,"megawatthours",2020-01-16,18,2020,1,"Thursday",0
"2020-01-16T17","PJM","PJM Interconnection, LLC","Demand",92021,"megawatthours",2020-01-16,17,2020,1,"Thursday",0
"2020-01-16T16","PJM","PJM Interconnection, LLC","Demand",93070,"megawatthours",2020-01-16,16,2020,1,"Thursday",0
"2020-01-16T15","PJM","PJM Interconnection, LLC","Demand",93765,"megawatthours",2020-01-16,15,2020,1,"Thursday",0
"2020-01-16T14","PJM","PJM Interconnection, LLC","Demand",94539,"megawatthours",2020-01-16,14,2020,1,"Thursday",0
"2020-01-16T13","PJM","PJM Interconnection, LLC","Demand",94109,"megawatthours",2020-01-16,13,2020,1,"Thursday",0
"2020-01-16T12","PJM","PJM Interconnection, LLC","Demand",88602,"megawatthours",2020-01-16,12,2020,1,"Thursday",0
"2020-01-16T11","PJM","PJM Interconnection, LLC","Demand",81034,"megawatthours",2020-01-16,11,2020,1,"Thursday",0
"2020-01-16T10","PJM","PJM Interconnection, LLC","Demand",77865,"megawatthours",2020-01-16,10,2020,1,"Thursday",0
"2020-01-16T09","PJM","PJM Interconnection, LLC","Demand",76489,"megawatthours",2020-01-16,9,2020,1,"Thursday",0
"2020-01-16T08","PJM","PJM Interconnection, LLC","Demand",77211,"megawatthours",2020-01-16,8,2020,1,"Thursday",0
"2020-01-16T07","PJM","PJM Interconnection, LLC","Demand",77338,"megawatthours",2020-01-16,7,2020,1,"Thursday",0
"2020-01-16T06","PJM","PJM Interconnection, LLC","Demand",79302,"megawatthours",2020-01-16,6,2020,1,"Thursday",0
"2020-01-16T05","PJM","PJM Interconnection, LLC","Demand",82499,"megawatthours",2020-01-16,5,2020,1,"Thursday",0
"2020-01-16T04","PJM","PJM Interconnection, LLC","Demand",86051,"megawatthours",2020-01-16,4,2020,1,"Thursday",0
"2020-01-16T03","PJM","PJM Interconnection, LLC","Demand",89974,"megawatthours",2020-01-16,3,2020,1,"Thursday",0
"2020-01-16T02","PJM","PJM Interconnection, LLC","Demand",92803,"megawatthours",2020-01-16,2,2020,1,"Thursday",0
"2020-01-16T01","PJM","PJM Interconnection, LLC","Demand",94463,"megawatthours",2020-01-16,1,2020,1,"Thursday",0
"2020-01-16T00","PJM","PJM Interconnection, LLC","Demand",95420,"megawatthours",2020-01-16,0,2020,1,"Thursday",0
"2020-01-17T23","PJM","PJM Interconnection, LLC","Demand",106854,"megawatthours",2020-01-17,23,2020,1,"Friday",0
"2020-01-17T22","PJM","PJM Interconnection, LLC","Demand",101635,"megawatthours",2020-01-17,22,2020,1,"Friday",0
"2020-01-17T21","PJM","PJM Interconnection, LLC","Demand",99693,"megawatthours",2020-01-17,21,2020,1,"Friday",0
"2020-01-17T20","PJM","PJM Interconnection, LLC","Demand",98835,"megawatthours",2020-01-17,20,2020,1,"Friday",0
"2020-01-17T19","PJM","PJM Interconnection, LLC","Demand",99320,"megawatthours",2020-01-17,19,2020,1,"Friday",0
"2020-01-17T18","PJM","PJM Interconnection, LLC","Demand",100721,"megawatthours",2020-01-17,18,2020,1,"Friday",0
"2020-01-17T17","PJM","PJM Interconnection, LLC","Demand",102806,"megawatthours",2020-01-17,17,2020,1,"Friday",0
"2020-01-17T16","PJM","PJM Interconnection, LLC","Demand",105552,"megawatthours",2020-01-17,16,2020,1,"Friday",0
"2020-01-17T15","PJM","PJM Interconnection, LLC","Demand",107361,"megawatthours",2020-01-17,15,2020,1,"Friday",0
"2020-01-17T14","PJM","PJM Interconnection, LLC","Demand",109497,"megawatthours",2020-01-17,14,2020,1,"Friday",0
"2020-01-17T13","PJM","PJM Interconnection, LLC","Demand",109793,"megawatthours",2020-01-17,13,2020,1,"Friday",0
"2020-01-17T12","PJM","PJM Interconnection, LLC","Demand",104720,"megawatthours",2020-01-17,12,2020,1,"Friday",0
"2020-01-17T11","PJM","PJM Interconnection, LLC","Demand",96630,"megawatthours",2020-01-17,11,2020,1,"Friday",0
"2020-01-17T10","PJM","PJM Interconnection, LLC","Demand",92495,"megawatthours",2020-01-17,10,2020,1,"Friday",0
